"지역별(1)","지역별(2)","지역별(3)",상품군별(1),상품군별(2),판매유형별(1),2020.1/4,2020.2/4,2020.3/4,2020.4/4,2021.1/4,2021.2/4,2021.3/4,2021.4/4,2022.1/4,2022.2/4,2022.3/4,2022.4/4,2023.1/4,2023.2/4,2023.3/4,2023.4/4,2024.1/4 p)
"유럽","기타 유럽","소계",가전·전자·통신기기,가전·전자,계,-,-,-,-,-,-,-,-,-,-,-,-,4,5,11,10,19
"유럽","기타 유럽","소계",가전·전자·통신기기,가전·전자,면세점,-,-,-,-,-,-,-,-,-,-,-,-,0,1,6,0,0
"유럽","기타 유럽","소계",가전·전자·통신기기,가전·전자,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,4,4,5,10,19
"유럽","기타 유럽","소계",가전·전자·통신기기,통신기기,계,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"유럽","기타 유럽","소계",가전·전자·통신기기,통신기기,면세점,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"유럽","기타 유럽","소계",가전·전자·통신기기,통신기기,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"유럽","기타 유럽","소계",소프트웨어,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"유럽","기타 유럽","소계",소프트웨어,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"유럽","기타 유럽","소계",소프트웨어,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"유럽","기타 유럽","소계",서 적,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,4,3,11,57,7
"유럽","기타 유럽","소계",서 적,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"유럽","기타 유럽","소계",서 적,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,4,3,11,57,7
"유럽","기타 유럽","소계",사무·문구,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,0,1,0,13,6
"유럽","기타 유럽","소계",사무·문구,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"유럽","기타 유럽","소계",사무·문구,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,0,1,0,13,6
"유럽","기타 유럽","소계",음반·비디오·악기,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,120,257,238,329,96
"유럽","기타 유럽","소계",음반·비디오·악기,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"유럽","기타 유럽","소계",음반·비디오·악기,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,120,257,238,329,96
"유럽","기타 유럽","소계",의류 및 패션 관련 상품,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,114,255,193,43,34
"유럽","기타 유럽","소계",의류 및 패션 관련 상품,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,21,34,36,0,1
"유럽","기타 유럽","소계",의류 및 패션 관련 상품,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,93,221,157,43,33
"유럽","기타 유럽","소계",스포츠·레저용품,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,121,2,2,1,4
"유럽","기타 유럽","소계",스포츠·레저용품,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"유럽","기타 유럽","소계",스포츠·레저용품,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,121,2,2,1,4
"유럽","기타 유럽","소계",화장품,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,224,284,197,108,190
"유럽","기타 유럽","소계",화장품,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,37,157,78,4,3
"유럽","기타 유럽","소계",화장품,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,187,127,119,104,187
"유럽","기타 유럽","소계",아동·유아용품,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,40,17,56,0,0
"유럽","기타 유럽","소계",아동·유아용품,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"유럽","기타 유럽","소계",아동·유아용품,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,40,17,56,0,0
"유럽","기타 유럽","소계",음·식료품,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,4,10,11,0,1
"유럽","기타 유럽","소계",음·식료품,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,4,10,11,0,1
"유럽","기타 유럽","소계",음·식료품,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"유럽","기타 유럽","소계",농축수산물,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"유럽","기타 유럽","소계",농축수산물,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"유럽","기타 유럽","소계",농축수산물,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"유럽","기타 유럽","소계",생활·자동차용품,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,1,5,1,21,68
"유럽","기타 유럽","소계",생활·자동차용품,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"유럽","기타 유럽","소계",생활·자동차용품,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,1,5,1,21,68
"유럽","기타 유럽","소계",기 타,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,4,22,8,13,6
"유럽","기타 유럽","소계",기 타,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"유럽","기타 유럽","소계",기 타,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,4,22,8,13,6
"대양주","소계","소계",합계,소계,계,3187,3903,4701,4480,4134,3845,4621,3018,2242,2033,2096,1823,1817,1933,1896,2069,1234
"대양주","소계","소계",합계,소계,면세점,18,2,1,1,5,0,1,0,0,6,2,14,15,11,12,16,17
"대양주","소계","소계",합계,소계,면세점 이외,3169,3905,4702,4479,4129,3845,4620,3018,2242,2027,2094,1809,1802,1922,1884,2053,1217
"대양주","소계","소계",컴퓨터 및 주변기기,소계,계,93,73,96,56,70,87,81,32,11,14,62,50,80,58,37,28,21
"대양주","소계","소계",컴퓨터 및 주변기기,소계,면세점,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"대양주","소계","소계",컴퓨터 및 주변기기,소계,면세점 이외,93,73,96,56,70,87,81,32,11,14,62,50,80,58,37,28,21
"대양주","소계","소계",가전·전자·통신기기,소계,계,348,1030,1317,1139,966,830,873,332,31,29,22,19,48,35,21,21,28
"대양주","소계","소계",가전·전자·통신기기,소계,면세점,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2
"대양주","소계","소계",가전·전자·통신기기,소계,면세점 이외,339,1030,1317,1139,966,830,873,332,31,29,22,18,48,35,21,20,26
"대양주","소계","소계",가전·전자·통신기기,가전·전자,계,-,-,-,-,-,-,-,-,-,-,-,-,42,35,18,21,27
"대양주","소계","소계",가전·전자·통신기기,가전·전자,면세점,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,1,1
"대양주","소계","소계",가전·전자·통신기기,가전·전자,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,42,35,18,20,26
"대양주","소계","소계",가전·전자·통신기기,통신기기,계,-,-,-,-,-,-,-,-,-,-,-,-,6,0,3,0,1
"대양주","소계","소계",가전·전자·통신기기,통신기기,면세점,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,1
"대양주","소계","소계",가전·전자·통신기기,통신기기,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,6,0,3,0,0
"대양주","소계","소계",소프트웨어,소계,계,4,6,5,5,5,5,8,2,0,0,0,0,9,0,0,0,0
"대양주","소계","소계",소프트웨어,소계,면세점,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"대양주","소계","소계",소프트웨어,소계,면세점 이외,4,6,5,5,5,5,8,2,0,0,0,0,9,0,0,0,0
"대양주","소계","소계",서 적,소계,계,73,92,121,81,91,100,130,130,97,110,93,80,94,119,144,171,89
"대양주","소계","소계",서 적,소계,면세점,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"대양주","소계","소계",서 적,소계,면세점 이외,73,92,121,81,91,100,130,130,97,110,93,80,94,119,144,171,89
"대양주","소계","소계",사무·문구,소계,계,5,7,4,5,5,8,21,29,15,23,11,9,4,3,3,43,14
"대양주","소계","소계",사무·문구,소계,면세점,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"대양주","소계","소계",사무·문구,소계,면세점 이외,5,7,4,5,5,8,21,29,15,23,11,9,4,3,3,43,14
"대양주","소계","소계",음반·비디오·악기,소계,계,308,371,553,568,553,512,614,402,222,383,249,153,538,784,707,798,228
"대양주","소계","소계",음반·비디오·악기,소계,면세점,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"대양주","소계","소계",음반·비디오·악기,소계,면세점 이외,308,371,553,568,553,512,614,402,222,383,249,153,538,784,707,798,228
"대양주","소계","소계",의류 및 패션 관련 상품,소계,계,479,909,1082,1279,1070,1170,1229,1297,1126,1264,1364,1142,722,782,826,795,626
"대양주","소계","소계",의류 및 패션 관련 상품,소계,면세점,4,2,1,0,5,0,1,0,0,0,0,5,4,2,1,3,3
"대양주","소계","소계",의류 및 패션 관련 상품,소계,면세점 이외,475,911,1081,1279,1065,1170,1228,1297,1126,1264,1364,1137,718,780,825,792,623
"대양주","소계","소계",스포츠·레저용품,소계,계,77,95,195,323,248,87,479,227,203,12,13,202,196,5,4,3,6
"대양주","소계","소계",스포츠·레저용품,소계,면세점,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"대양주","소계","소계",스포츠·레저용품,소계,면세점 이외,77,95,195,323,248,87,479,227,203,12,13,202,196,5,4,3,6
"대양주","소계","소계",화장품,소계,계,717,659,615,471,465,431,489,241,117,84,69,54,43,38,54,88,103
"대양주","소계","소계",화장품,소계,면세점,4,0,2,1,0,0,0,0,0,1,1,2,5,5,5,4,6
"대양주","소계","소계",화장품,소계,면세점 이외,713,659,617,470,465,431,489,241,117,83,68,52,38,33,49,84,97
"대양주","소계","소계",아동·유아용품,소계,계,141,129,119,95,96,82,122,68,36,17,16,12,15,20,13,10,5
"대양주","소계","소계",아동·유아용품,소계,면세점,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"대양주","소계","소계",아동·유아용품,소계,면세점 이외,141,129,119,95,96,82,122,68,36,17,16,12,15,20,13,10,5
"대양주","소계","소계",음·식료품,소계,계,386,14,3,1,4,9,13,7,2,9,10,13,12,11,12,27,19
"대양주","소계","소계",음·식료품,소계,면세점,1,0,0,0,0,0,0,0,0,5,1,6,6,4,6,8,6
"대양주","소계","소계",음·식료품,소계,면세점 이외,385,14,3,1,4,9,13,7,2,4,9,7,6,7,6,19,13
"대양주","소계","소계",농축수산물,소계,계,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"대양주","소계","소계",농축수산물,소계,면세점,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"대양주","소계","소계",농축수산물,소계,면세점 이외,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"대양주","소계","소계",생활·자동차용품,소계,계,286,322,343,247,283,289,282,120,38,24,25,16,17,11,13,28,49
"대양주","소계","소계",생활·자동차용품,소계,면세점,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"대양주","소계","소계",생활·자동차용품,소계,면세점 이외,286,322,343,247,283,289,282,120,38,24,25,16,17,11,13,28,49
"대양주","소계","소계",기 타,소계,계,270,195,248,210,278,234,280,129,342,66,160,73,39,67,62,57,46
"대양주","소계","소계",기 타,소계,면세점,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"대양주","소계","소계",기 타,소계,면세점 이외,270,195,248,210,278,234,280,129,342,66,160,73,39,67,62,57,46
"중남미","소계","소계",합계,소계,계,3446,2459,3076,3582,2320,2393,2208,1501,782,1977,1217,1053,1943,1824,2114,2030,851
"중남미","소계","소계",합계,소계,면세점,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1
"중남미","소계","소계",합계,소계,면세점 이외,3446,2459,3076,3582,2320,2393,2208,1501,782,1977,1217,1052,1942,1824,2114,2028,850
"중남미","소계","소계",컴퓨터 및 주변기기,소계,계,42,97,154,69,58,146,115,35,13,16,21,95,198,84,124,63,38
"중남미","소계","소계",컴퓨터 및 주변기기,소계,면세점,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"중남미","소계","소계",컴퓨터 및 주변기기,소계,면세점 이외,42,97,154,69,58,146,115,35,13,16,21,95,198,84,124,63,38
"중남미","소계","소계",가전·전자·통신기기,소계,계,184,238,257,233,186,168,143,72,17,46,20,39,30,50,24,27,28
"중남미","소계","소계",가전·전자·통신기기,소계,면세점,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"중남미","소계","소계",가전·전자·통신기기,소계,면세점 이외,184,238,257,233,186,168,143,72,17,46,20,39,30,50,24,27,28
"중남미","소계","소계",가전·전자·통신기기,가전·전자,계,-,-,-,-,-,-,-,-,-,-,-,-,15,16,19,19,27
"중남미","소계","소계",가전·전자·통신기기,가전·전자,면세점,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"중남미","소계","소계",가전·전자·통신기기,가전·전자,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,15,16,19,19,27
"중남미","소계","소계",가전·전자·통신기기,통신기기,계,-,-,-,-,-,-,-,-,-,-,-,-,15,34,5,8,1
"중남미","소계","소계",가전·전자·통신기기,통신기기,면세점,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"중남미","소계","소계",가전·전자·통신기기,통신기기,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,15,34,5,8,1
"중남미","소계","소계",소프트웨어,소계,계,4,4,3,4,2,3,4,1,0,0,0,0,0,0,0,0,0
"중남미","소계","소계",소프트웨어,소계,면세점,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"중남미","소계","소계",소프트웨어,소계,면세점 이외,4,4,3,4,2,3,4,1,0,0,0,0,0,0,0,0,0
"중남미","소계","소계",서 적,소계,계,160,3,6,19,103,66,67,129,85,187,118,35,76,43,69,125,52
"중남미","소계","소계",서 적,소계,면세점,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"중남미","소계","소계",서 적,소계,면세점 이외,160,3,6,19,103,66,67,129,85,187,118,35,76,43,69,125,52
"중남미","소계","소계",사무·문구,소계,계,0,1,1,1,0,4,11,10,4,7,4,7,6,5,12,105,33
"중남미","소계","소계",사무·문구,소계,면세점,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"중남미","소계","소계",사무·문구,소계,면세점 이외,0,1,1,1,0,4,11,10,4,7,4,7,6,5,12,105,33
"중남미","소계","소계",음반·비디오·악기,소계,계,1183,1332,1628,2278,1107,1064,1032,855,539,1469,884,745,1506,1490,1717,1542,521
"중남미","소계","소계",음반·비디오·악기,소계,면세점,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"중남미","소계","소계",음반·비디오·악기,소계,면세점 이외,1183,1332,1628,2278,1107,1064,1032,855,539,1469,884,745,1506,1490,1717,1542,521
"중남미","소계","소계",의류 및 패션 관련 상품,소계,계,114,107,142,251,162,194,189,105,53,93,30,34,20,28,26,36,24
"중남미","소계","소계",의류 및 패션 관련 상품,소계,면세점,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"중남미","소계","소계",의류 및 패션 관련 상품,소계,면세점 이외,114,107,142,251,162,194,189,105,53,93,30,34,20,28,26,36,23
"중남미","소계","소계",스포츠·레저용품,소계,계,49,34,51,49,30,44,29,17,0,1,1,0,3,8,0,1,3
"중남미","소계","소계",스포츠·레저용품,소계,면세점,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"중남미","소계","소계",스포츠·레저용품,소계,면세점 이외,49,34,51,49,30,44,29,17,0,1,1,0,3,8,0,1,3
"중남미","소계","소계",화장품,소계,계,414,170,200,170,170,125,131,77,44,123,66,31,29,27,26,31,38
"중남미","소계","소계",화장품,소계,면세점,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"중남미","소계","소계",화장품,소계,면세점 이외,414,170,200,170,170,125,131,77,44,123,66,31,29,27,26,29,38
"중남미","소계","소계",아동·유아용품,소계,계,51,33,32,35,44,58,36,16,6,4,4,9,21,21,12,15,5
"중남미","소계","소계",아동·유아용품,소계,면세점,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"중남미","소계","소계",아동·유아용품,소계,면세점 이외,51,33,32,35,44,58,36,16,6,4,4,9,21,21,12,15,5
"중남미","소계","소계",음·식료품,소계,계,774,0,0,0,0,0,0,4,2,0,4,3,2,0,0,1,0
"중남미","소계","소계",음·식료품,소계,면세점,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"중남미","소계","소계",음·식료품,소계,면세점 이외,774,0,0,0,0,0,0,4,2,0,4,2,1,0,0,1,0
"중남미","소계","소계",농축수산물,소계,계,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"중남미","소계","소계",농축수산물,소계,면세점,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"중남미","소계","소계",농축수산물,소계,면세점 이외,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"중남미","소계","소계",생활·자동차용품,소계,계,334,295,394,338,321,352,277,118,9,7,14,13,34,18,13,32,67
"중남미","소계","소계",생활·자동차용품,소계,면세점,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"중남미","소계","소계",생활·자동차용품,소계,면세점 이외,334,295,394,338,321,352,277,118,9,7,14,13,34,18,13,32,67
"중남미","소계","소계",기 타,소계,계,137,145,208,135,136,170,174,62,7,24,53,40,18,50,91,52,42
"중남미","소계","소계",기 타,소계,면세점,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"중남미","소계","소계",기 타,소계,면세점 이외,137,145,208,135,136,170,174,62,7,24,53,40,18,50,91,52,42
"아프리카","소계","소계",합계,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,60,106,72,129,89
"아프리카","소계","소계",합계,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"아프리카","소계","소계",합계,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,60,106,72,129,89
"아프리카","소계","소계",컴퓨터 및 주변기기,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,11,38,12,8,9
"아프리카","소계","소계",컴퓨터 및 주변기기,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"아프리카","소계","소계",컴퓨터 및 주변기기,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,11,38,12,8,9
"아프리카","소계","소계",가전·전자·통신기기,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,19,20,7,3,11
"아프리카","소계","소계",가전·전자·통신기기,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"아프리카","소계","소계",가전·전자·통신기기,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,19,20,7,3,11
"아프리카","소계","소계",가전·전자·통신기기,가전·전자,계,-,-,-,-,-,-,-,-,-,-,-,-,1,0,1,1,2
"아프리카","소계","소계",가전·전자·통신기기,가전·전자,면세점,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"아프리카","소계","소계",가전·전자·통신기기,가전·전자,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,1,0,1,1,2
"아프리카","소계","소계",가전·전자·통신기기,통신기기,계,-,-,-,-,-,-,-,-,-,-,-,-,18,20,6,2,9
"아프리카","소계","소계",가전·전자·통신기기,통신기기,면세점,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"아프리카","소계","소계",가전·전자·통신기기,통신기기,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,18,20,6,2,9
"아프리카","소계","소계",소프트웨어,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"아프리카","소계","소계",소프트웨어,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"아프리카","소계","소계",소프트웨어,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"아프리카","소계","소계",서 적,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"아프리카","소계","소계",서 적,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"아프리카","소계","소계",서 적,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"아프리카","소계","소계",사무·문구,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,1,0
"아프리카","소계","소계",사무·문구,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"아프리카","소계","소계",사무·문구,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,1,0
"아프리카","소계","소계",음반·비디오·악기,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,18,18,19,32,8
"아프리카","소계","소계",음반·비디오·악기,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"아프리카","소계","소계",음반·비디오·악기,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,18,18,19,32,8
"아프리카","소계","소계",의류 및 패션 관련 상품,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,1,0,0,2,2
"아프리카","소계","소계",의류 및 패션 관련 상품,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"아프리카","소계","소계",의류 및 패션 관련 상품,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,1,0,0,2,2
"아프리카","소계","소계",스포츠·레저용품,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,2,0,1,1,0
"아프리카","소계","소계",스포츠·레저용품,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"아프리카","소계","소계",스포츠·레저용품,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,2,0,1,1,0
"아프리카","소계","소계",화장품,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,9,30,32,81,58
"아프리카","소계","소계",화장품,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"아프리카","소계","소계",화장품,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,9,30,32,81,58
"아프리카","소계","소계",아동·유아용품,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"아프리카","소계","소계",아동·유아용품,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"아프리카","소계","소계",아동·유아용품,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"아프리카","소계","소계",음·식료품,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"아프리카","소계","소계",음·식료품,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"아프리카","소계","소계",음·식료품,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"아프리카","소계","소계",농축수산물,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"아프리카","소계","소계",농축수산물,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"아프리카","소계","소계",농축수산물,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"아프리카","소계","소계",생활·자동차용품,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,1,1
"아프리카","소계","소계",생활·자동차용품,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"아프리카","소계","소계",생활·자동차용품,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,1,1
"아프리카","소계","소계",기 타,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,0,0,1,0,0
"아프리카","소계","소계",기 타,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"아프리카","소계","소계",기 타,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,0,0,1,0,0
"기타","소계","소계",합계,소계,계,33260,18658,15906,16368,20315,23960,17449,15579,12780,10662,3980,3910,-,-,-,-,-
"기타","소계","소계",합계,소계,면세점,15384,10042,6661,7667,6470,6124,3505,3089,1131,3092,105,75,-,-,-,-,-
"기타","소계","소계",합계,소계,면세점 이외,17876,8616,9245,8701,13845,17836,13944,12490,11649,7570,3875,3835,-,-,-,-,-
"기타","소계","소계",컴퓨터 및 주변기기,소계,계,1689,1370,1213,1494,1551,1612,1491,1597,1645,1879,836,230,-,-,-,-,-
"기타","소계","소계",컴퓨터 및 주변기기,소계,면세점,113,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-
"기타","소계","소계",컴퓨터 및 주변기기,소계,면세점 이외,1576,1370,1213,1494,1551,1612,1491,1597,1645,1879,836,230,-,-,-,-,-
"기타","소계","소계",가전·전자·통신기기,소계,계,914,1959,621,344,268,210,292,179,117,118,127,127,-,-,-,-,-
"기타","소계","소계",가전·전자·통신기기,소계,면세점,525,1593,2,2,1,0,1,8,0,0,1,0,-,-,-,-,-
"기타","소계","소계",가전·전자·통신기기,소계,면세점 이외,389,366,619,342,267,210,291,171,117,118,126,127,-,-,-,-,-
"기타","소계","소계",가전·전자·통신기기,가전·전자,계,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"기타","소계","소계",가전·전자·통신기기,가전·전자,면세점,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"기타","소계","소계",가전·전자·통신기기,가전·전자,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"기타","소계","소계",가전·전자·통신기기,통신기기,계,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"기타","소계","소계",가전·전자·통신기기,통신기기,면세점,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"기타","소계","소계",가전·전자·통신기기,통신기기,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"기타","소계","소계",소프트웨어,소계,계,8,4,3,6,6,6,4,1,0,0,0,0,-,-,-,-,-
"기타","소계","소계",소프트웨어,소계,면세점,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-
"기타","소계","소계",소프트웨어,소계,면세점 이외,8,4,3,6,6,6,4,1,0,0,0,0,-,-,-,-,-
"기타","소계","소계",서 적,소계,계,1362,1351,868,982,2530,1585,1747,731,634,268,127,95,-,-,-,-,-
"기타","소계","소계",서 적,소계,면세점,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-
"기타","소계","소계",서 적,소계,면세점 이외,1362,1351,868,982,2530,1585,1747,731,634,268,127,95,-,-,-,-,-
"기타","소계","소계",사무·문구,소계,계,45,78,32,32,18,28,61,43,48,38,21,26,-,-,-,-,-
"기타","소계","소계",사무·문구,소계,면세점,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-
"기타","소계","소계",사무·문구,소계,면세점 이외,45,78,32,32,18,28,61,43,48,38,21,26,-,-,-,-,-
"기타","소계","소계",음반·비디오·악기,소계,계,354,275,299,482,3837,8110,4477,3190,1603,1191,340,592,-,-,-,-,-
"기타","소계","소계",음반·비디오·악기,소계,면세점,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-
